acc_test,Precision,Recall,F1_score,auc,kappa,mathew_coef,model_name,model,dataset,subject,acc_train,acc_val
0.2777777777777778,0.36666666666666664,0.2777777777777778,0.29385964912280704,0.484375,-0.07834101382488456,-0.08149752099027438,EEGNet,EEGNet,Motor Imaginary,11,0.7916666865348816,0.3888888955116272
0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.21875,-0.049327354260089606,-0.05000206624377632,ShallowConvNet,ShallowConvNet,Motor Imaginary,10,0.9777777791023254,0.2777777910232544
0.2777777777777778,0.44166666666666665,0.2777777777777778,0.3141025641025641,0.78125,0.08235294117647052,0.08914003559538188,EEGNet,EEGNet,Motor Imaginary,10,0.7361111044883728,0.2222222238779068
0.2222222222222222,0.3873456790123457,0.2222222222222222,0.25097125097125095,0.296875,0.023255813953488413,0.027273854314787085,DeepConvNet,DeepConvNet,Motor Imaginary,16,0.9527778029441833,0.3333333432674408
0.2222222222222222,0.3277777777777777,0.2222222222222222,0.25132275132275134,0.6875,-0.012048192771084265,-0.012633622889929981,DeepConvNet,DeepConvNet,Motor Imaginary,10,0.9194444417953491,0.2222222238779068
0.16666666666666666,0.5416666666666666,0.16666666666666666,0.2294372294372294,0.59375,0.0,0.0,DeepConvNet,DeepConvNet,Motor Imaginary,11,0.9333333373069763,0.2222222238779068
0.1111111111111111,0.012345679012345678,0.1111111111111111,0.02222222222222222,0.5,0.0,0.0,HopefullNet,HopefullNet,Motor Imaginary,10,0.3166666626930237,0.2222222238779068
0.1111111111111111,0.012345679012345678,0.1111111111111111,0.02222222222222222,0.5,0.0,0.0,HopefullNet,HopefullNet,Motor Imaginary,17,0.3055555522441864,0.1666666716337204
0.1111111111111111,0.012345679012345678,0.1111111111111111,0.02222222222222222,0.5,0.0,0.0,HopefullNet,HopefullNet,Motor Imaginary,16,0.2944444417953491,0.1111111119389534
0.05555555555555555,0.009259259259259259,0.05555555555555555,0.015873015873015872,0.6875,-0.08127208480565384,-0.12439158119931379,HopefullNet,HopefullNet,Motor Imaginary,13,0.3305555582046509,0.1111111119389534
