Model,Accuracy
Transformer,0.4719222462203024
HopefullNet,0.453023758099352
Transformer Pos Enc,0.4281857451403887
EEGNet,0.4055075593952484
PCA + XGB| subjc: All,0.4048069133135296
TmFq + Wvl + XGB| subjc: All,0.3940048609235755
ShallowConvNet,0.3887688984881209
PCA + SVM| subjc: All,0.3629489603024575
TmFq + Wvl + SVM| subjc: All,0.3548474210099919
DeepConvNet,0.3196544276457883
TmFq + Wvl + KNN| subjc: All,0.3140696732379152
PCA + KNN| subjc: All,0.2041587901701323
