cross_val_score,Accuracy,Precision,Recall,F1_score,auc,kappa,mathew_coef,dataset,subject,pipeline,model_name
0.85,0.5277777777777778,0.6147792022792024,0.5277777777777778,0.5548857753158827,0.7774193548387097,0.36250000000000004,0.3714888499419549,Motor Imaginary,18,PCA,KNN
0.842,0.4166666666666667,0.37169312169312163,0.4166666666666667,0.38825757575757575,0.703125,0.11058823529411765,0.1134029102876572,Motor Imaginary,16,PCA,XGB
0.839,0.3333333333333333,0.4445767195767196,0.3333333333333333,0.36026936026936024,0.5161290322580645,0.1368631368631369,0.14364817603582236,Motor Imaginary,13,PCA,KNN
0.836,0.3611111111111111,0.43452380952380953,0.3611111111111111,0.3755892255892256,0.64453125,0.1455108359133126,0.15144140525990735,Motor Imaginary,14,PCA,KNN
0.792,0.3888888888888889,0.5095238095238096,0.3888888888888889,0.41730800064133394,0.47265625,0.2064128256513026,0.2157854902651908,Motor Imaginary,17,PCA,KNN
0.75,0.3055555555555556,0.4236111111111111,0.3055555555555556,0.3271604938271605,0.4483870967741935,0.11067193675889342,0.11813057896080825,Motor Imaginary,12,PCA,KNN
0.736,0.1388888888888889,0.5574845679012346,0.1388888888888889,0.12813015444594392,0.37890625,0.0035714285714285587,0.004269986780942011,Motor Imaginary,16,PCA,KNN
0.733,0.2222222222222222,0.28070386403719744,0.2222222222222222,0.18990893365893366,0.45483870967741935,0.07692307692307687,0.08903982192053424,Motor Imaginary,11,PCA,KNN
0.703,0.5833333333333334,0.5515297906602253,0.5833333333333334,0.5511786467071019,0.4677419354838709,0.34466019417475735,0.3542866092940883,Motor Imaginary,18,time domain features -> wavelet,XGB
0.672,0.2222222222222222,0.28604497354497355,0.2222222222222222,0.21401709401709404,0.36328125,0.028901734104046173,0.031455804971347964,Motor Imaginary,10,PCA,KNN
0.669,0.4166666666666667,0.35521885521885527,0.4166666666666667,0.3817460317460318,0.42903225806451606,0.09461077844311372,0.09695331752051073,Motor Imaginary,15,time domain features -> wavelet,XGB
0.647,0.4722222222222222,0.4749827467218771,0.4722222222222222,0.42816375133448303,0.69921875,0.1709090909090909,0.1786385106744544,Motor Imaginary,14,time domain features -> wavelet,XGB
0.631,0.3333333333333333,0.29490392648287383,0.3333333333333333,0.3106743106743106,0.515625,0.021517553793884536,0.022133160290708935,Motor Imaginary,17,time domain features -> wavelet,XGB
0.611,0.3333333333333333,0.3277777777777778,0.3333333333333333,0.33024691358024694,0.31935483870967746,0.027027027027027084,0.027337405349069754,Motor Imaginary,19,time domain features -> wavelet,XGB
0.608,0.4444444444444444,0.4490740740740741,0.4444444444444444,0.4458874458874459,0.5774193548387097,0.1901012373453319,0.19031579801771206,Motor Imaginary,13,time domain features -> wavelet,XGB
0.608,0.3055555555555556,0.25682261208576995,0.3055555555555556,0.27574002574002576,0.375,-0.029748283752860427,-0.030287482503075384,Motor Imaginary,10,time domain features -> wavelet,XGB
0.567,0.3888888888888889,0.3713450292397661,0.3888888888888889,0.3798798798798798,0.640625,0.0989761092150171,0.09979190515728681,Motor Imaginary,16,time domain features -> wavelet,XGB
0.558,0.3333333333333333,0.33179012345679015,0.3333333333333333,0.31993445151339883,0.567741935483871,0.006896551724137945,0.007173729125795666,Motor Imaginary,11,time domain features -> wavelet,XGB
0.553,0.19444444444444445,0.19444444444444445,0.19444444444444445,0.19444444444444445,0.7032258064516129,-0.16778523489932873,-0.16930195112142044,Motor Imaginary,12,time domain features -> wavelet,XGB
0.522,0.5555555555555556,0.4192592592592593,0.5555555555555556,0.47504204093351377,0.8258064516129032,0.2790988735919899,0.2973386194002215,Motor Imaginary,18,time domain features -> wavelet,SVM
0.503,0.3888888888888889,0.3835041592394534,0.3888888888888889,0.37987213403880077,0.5483870967741936,0.11902113459399344,0.12230368676021093,Motor Imaginary,15,time domain features -> wavelet,SVM
0.486,0.3888888888888889,0.32671957671957674,0.3888888888888889,0.35304232804232805,0.4612903225806452,0.05149700598802387,0.05277205890356913,Motor Imaginary,13,time domain features -> wavelet,SVM
0.458,0.4166666666666667,0.32944444444444443,0.4166666666666667,0.36405397645707727,0.48046875,0.05025125628140703,0.053589267573121255,Motor Imaginary,17,time domain features -> wavelet,SVM
0.453,0.3333333333333333,0.28174603174603174,0.3333333333333333,0.30519943019943024,0.3677419354838709,-0.018867924528301883,-0.019154329232971168,Motor Imaginary,19,time domain features -> wavelet,SVM
0.45,0.5277777777777778,0.45471380471380474,0.5277777777777778,0.48637566137566135,0.59765625,0.2696897374701671,0.27625141774196665,Motor Imaginary,16,time domain features -> wavelet,SVM
0.439,0.4444444444444444,0.3974436392914653,0.4444444444444444,0.41382490213791023,0.3741935483870968,0.12515188335358451,0.12849127027215174,Motor Imaginary,11,time domain features -> wavelet,SVM
0.408,0.3611111111111111,0.25854700854700857,0.3611111111111111,0.30050505050505055,0.4838709677419355,-0.05612244897959173,-0.06071998664160441,Motor Imaginary,12,time domain features -> wavelet,SVM
0.406,0.3888888888888889,0.3317460317460317,0.3888888888888889,0.35619351408825095,0.5451612903225806,0.08333333333333337,0.08554230712310848,Motor Imaginary,15,time domain features -> wavelet,KNN
0.406,0.3611111111111111,0.25,0.3611111111111111,0.2954545454545454,0.73828125,-0.06153846153846154,-0.06657938979482875,Motor Imaginary,10,time domain features -> wavelet,SVM
0.372,0.3611111111111111,0.37301587301587297,0.3611111111111111,0.35521885521885527,0.4609375,0.12750263435194942,0.13104112486864608,Motor Imaginary,16,time domain features -> wavelet,KNN
0.369,0.3888888888888889,0.3551587301587301,0.3888888888888889,0.36942070275403605,0.5703125,0.0660377358490567,0.0667850842289339,Motor Imaginary,17,time domain features -> wavelet,KNN
0.358,0.2222222222222222,0.2807692307692308,0.2222222222222222,0.24601752289924336,0.7421875,-0.052192066805845316,-0.05321317411354875,Motor Imaginary,10,time domain features -> wavelet,KNN
0.347,0.4166666666666667,0.351010101010101,0.4166666666666667,0.3805555555555556,0.5806451612903226,0.09569377990430616,0.09727207661715949,Motor Imaginary,18,time domain features -> wavelet,KNN
0.344,0.3611111111111111,0.4117063492063492,0.3611111111111111,0.3454415954415955,0.44516129032258056,0.02473498233215543,0.02546698966893833,Motor Imaginary,13,time domain features -> wavelet,KNN
0.339,0.4166666666666667,0.3538888888888889,0.4166666666666667,0.3681350231737829,0.5625,0.05144291091593478,0.05466763854443534,Motor Imaginary,14,time domain features -> wavelet,SVM
0.339,0.25,0.30395299145299143,0.25,0.26854149434794594,0.3838709677419355,-0.01355578727841511,-0.013919874224208855,Motor Imaginary,19,time domain features -> wavelet,KNN
0.314,0.1111111111111111,0.13029100529100526,0.1111111111111111,0.11900252525252525,0.3032258064516129,-0.2177589852008457,-0.22309480762761233,Motor Imaginary,11,time domain features -> wavelet,KNN
0.303,0.3888888888888889,0.2916666666666667,0.3888888888888889,0.3333333333333333,0.80078125,0.02583025830258301,0.027194863924040084,Motor Imaginary,14,time domain features -> wavelet,KNN
0.244,0.2777777777777778,0.2685185185185185,0.2777777777777778,0.2727272727272727,0.4838709677419355,-0.049327354260089606,-0.049888673534161786,Motor Imaginary,12,time domain features -> wavelet,KNN
