Model,Accuracy
HopefullNet,0.4665226781857451
TmFq + Wvl + XGB,0.4504455846610856
EEGNet,0.4470842332613391
ShallowConvNet,0.433585313174946
Transformer Pos Enc,0.4098272138228941
PCA + XGB,0.4080475290305158
Transformer,0.3833693304535637
PCA + SVM,0.3588981906562247
TmFq + Wvl + SVM,0.3445854712395355
TmFq + Wvl + KNN,0.3100189035916824
DeepConvNet,0.2883369330453563
PCA + KNN,0.2246826897110451
