cross_val_score,Accuracy,Precision,Recall,F1_score,auc,kappa,mathew_coef,dataset,subject,pipeline,model_name
0.71,0.6626506024096386,0.6833173965704087,0.6626506024096386,0.667194151859639,0.4659244264507423,0.54484919702311,0.5481811816661414,eeg-mi,S041,XdawnCovariances -> TangentSpace,XGB
0.7,0.7555555555555555,0.7763405609157243,0.7555555555555555,0.7555581558417633,0.4659312134977287,0.6745562130177514,0.6804862698646874,eeg-mi,S027,XdawnCovariances -> TangentSpace,XGB
0.7,0.73,0.7311538461538462,0.73,0.72991899189919,0.7304921968787514,0.460431654676259,0.46126134445461425,BCICIV_I,BCICIV_calib_ds1c,XdawnCovariances -> TangentSpace,SVM
0.7,0.6333333333333333,0.6368755783960461,0.6333333333333333,0.629768115942029,0.39941596365996107,0.5115131578947368,0.5145599222818203,eeg-mi,S035,XdawnCovariances -> TangentSpace,XGB
0.69,0.75,0.7693123938879457,0.75,0.7463812126733473,0.7525010004001601,0.5023885350318471,0.5201020718230247,BCICIV_I,BCICIV_calib_ds1a,XdawnCovariances -> TangentSpace,KNN
0.689,0.7333333333333333,0.7424517704517706,0.7333333333333333,0.7272536441014702,0.30077871512005194,0.6459016393442623,0.6523182026481992,eeg-mi,S037,XdawnCovariances -> TangentSpace,XGB
0.689,0.6222222222222222,0.6410360122968819,0.6222222222222222,0.6270835788068025,0.3672939649578195,0.4969587374650666,0.49933971578985586,eeg-mi,S009,XdawnCovariances -> TangentSpace,XGB
0.688,0.5625,0.5822045233982956,0.5625,0.5682259538023753,0.44339622641509435,0.4167791706846673,0.4185836671784203,BCICIV_II,A02T,XdawnCovariances -> TangentSpace,XGB
0.68,0.77,0.7702000000000001,0.77,0.7700230023002299,0.7701080432172869,0.54,0.5401080324108039,BCICIV_I,BCICIV_calib_ds1e,XdawnCovariances -> TangentSpace,SVM
0.68,0.77,0.7700160256410257,0.77,0.7699309378440597,0.7697078831532613,0.5396317053642914,0.5397398370875174,BCICIV_I,BCICIV_calib_ds1g,XdawnCovariances -> TangentSpace,KNN
0.678,0.7111111111111111,0.7493212917350849,0.7111111111111111,0.7180636148721254,0.4162881245944192,0.6173344235486508,0.6258305980911599,eeg-mi,S004,XdawnCovariances -> TangentSpace,XGB
0.678,0.6777777777777778,0.6739412515964239,0.6777777777777778,0.6733968559365384,0.527579493835172,0.5665891730322152,0.5680159668526946,eeg-mi,S027,XdawnCovariances -> TangentSpace,SVM
0.678,0.6333333333333333,0.649647266313933,0.6333333333333333,0.626775690234343,0.30142764438676184,0.512955067235159,0.521436240239224,eeg-mi,S031,XdawnCovariances -> TangentSpace,XGB
0.678,0.6111111111111112,0.6206952566601689,0.6111111111111112,0.6128594176153624,0.4409474367293965,0.4800264113568834,0.4814571911931379,eeg-mi,S043,XdawnCovariances -> TangentSpace,KNN
0.678,0.6111111111111112,0.6085454545454545,0.6111111111111112,0.6081623086283674,0.3877352368591823,0.4807121661721069,0.4815066009665638,eeg-mi,S035,XdawnCovariances -> TangentSpace,SVM
