cross_val_score,Accuracy,Precision,Recall,F1_score,auc,kappa,mathew_coef,dataset,subject,pipeline,model_name
0.222,0.34444444444444444,0.3506224712107065,0.34444444444444444,0.34004538134972917,0.4104477611940298,0.13121727748691103,0.13304637949141354,eeg-mi,S021,time domain features -> wavelet,SVM
0.222,0.26666666666666666,0.26180555555555557,0.26666666666666666,0.2576433012229282,0.6038286826735886,0.015904572564612307,0.016155884439259,eeg-mi,S006,time domain features -> wavelet,SVM
0.222,0.24444444444444444,0.32116556382685413,0.24444444444444444,0.24789201539201539,0.4117456197274497,0.0037440989744425,0.003892739794743961,eeg-mi,S002,time domain features -> wavelet,KNN
0.222,0.24444444444444444,0.24306104523495825,0.24444444444444444,0.24297215655371684,0.4234263465282284,-0.008071157964091746,-0.008085830158601358,eeg-mi,S023,time domain features -> wavelet,SVM
0.211,0.32222222222222224,0.33659188034188037,0.32222222222222224,0.3174945452018623,0.4948085658663206,0.10469667318982401,0.10760118544330038,eeg-mi,S038,time domain features -> wavelet,SVM
0.211,0.32222222222222224,0.3011904761904762,0.32222222222222224,0.29408292190900887,0.5473718364698248,0.10088437602358324,0.10511688263400029,eeg-mi,S030,time domain features -> wavelet,KNN
0.211,0.2777777777777778,0.2881094443031895,0.2777777777777778,0.27862774082286274,0.39130434782608703,0.037353957544841054,0.037733181928129314,eeg-mi,S001,time domain features -> wavelet,SVM
0.202,0.3055555555555556,0.31513888888888886,0.3055555555555556,0.30080780043414823,0.44811320754716977,0.07395498392282962,0.07510713033050254,BCICIV_II,A02T,time domain features -> wavelet,KNN
0.2,0.37777777777777777,0.4111903347197465,0.37777777777777777,0.37940392531281525,0.5158987670343933,0.17861799217731422,0.18394308216100574,eeg-mi,S001,time domain features -> wavelet,KNN
0.2,0.2777777777777778,0.3011711711711712,0.2777777777777778,0.27125541125541125,0.35204412719013634,0.052631578947368474,0.05535230148707723,eeg-mi,S042,time domain features -> wavelet,SVM
0.2,0.2222222222222222,0.21439393939393941,0.2222222222222222,0.21022927689594356,0.645360155743024,-0.0334645669291338,-0.0343018989304657,eeg-mi,S023,time domain features -> wavelet,KNN
0.167,0.3,0.33199347619637476,0.3,0.2971741221741222,0.4763140817650876,0.06774087471226575,0.0696344039877689,eeg-mi,S038,time domain features -> wavelet,KNN
