model_name,cross_val_score,Accuracy,Precision,Recall,F1_score,auc,kappa,mathew_coef,model_runtime,dataset,subject
Wavelet -> Time Domain Features => XGB,0.361,0.4166666666666667,0.41035353535353536,0.4166666666666667,0.4093567251461988,0.5637860082304527,0.2222222222222222,0.223840086073991,0:00:01.150939,eeg-mi,S002
 => KNN,0.361,0.3888888888888889,0.38749999999999996,0.3888888888888889,0.37289915966386555,0.29012345679012347,0.18518518518518523,0.1905539834916765,0:00:00.041421,eeg-mi,S003
STD_Scaler => KNN,0.361,0.3793103448275862,0.3843313245536476,0.3793103448275862,0.37188084879129063,0.5271317829457364,0.1730693069306931,0.17594651515546342,0:00:00.058585,BCICIV_II,A01T
STD_Scaler => KNN,0.361,0.3793103448275862,0.3843313245536476,0.3793103448275862,0.37188084879129063,0.5271317829457364,0.1730693069306931,0.17594651515546342,0:00:00.052565,BCICIV_II,A01T
PSD -> Time Domain Features -> STD_Scaler => LDA,0.361,0.2777777777777778,0.2714285714285714,0.2777777777777778,0.2648809523809524,0.4238683127572016,0.03703703703703709,0.038152379685825785,0:00:00.392463,eeg-mi,S002
bandpass -> PSD => KNN,0.361,0.2777777777777778,0.20815058479532164,0.2777777777777778,0.22980859010270777,0.3724279835390947,0.03703703703703709,0.04108240150088805,0:00:00.026106,eeg-mi,S001
bandpass -> PSD => KNN,0.361,0.25,0.14142857142857143,0.25,0.1654411764705882,0.4897119341563786,0.0,0.0,0:00:00.024157,eeg-mi,S003
STD_Scaler => LDA,0.36,0.3722397476340694,0.3738134513915425,0.3722397476340694,0.37216363121565593,0.4846826586706647,0.16217759715249558,0.16241272738383258,0:00:26.028769,BCICIV_II,all
Wavelet => XGB,0.358,0.34490238611713664,0.34370509663197973,0.34490238611713664,0.34339984356452363,0.41898078738408573,0.1264684660190114,0.12669506180821552,0:06:46.465803,eeg-mi,all
Wavelet => XGB,0.358,0.34490238611713664,0.34370509663197973,0.34490238611713664,0.34339984356452363,0.41898078738408573,0.1264684660190114,0.12669506180821552,0:06:46.465803,eeg-mi,all
PSD -> Time Domain Features -> STD_Scaler => SVM,0.357,0.46551724137931033,0.45054446460980035,0.46551724137931033,0.4523510971786834,0.575968992248062,0.28848436881677886,0.2913762157618583,0:00:00.022949,BCICIV_II,A05T
STD_Scaler => KNN,0.357,0.4482758620689655,0.5362976406533575,0.4482758620689655,0.4262965360935027,0.5271317829457364,0.266403162055336,0.2871845278113143,0:00:00.049805,BCICIV_II,A05T
 => XGB,0.357,0.36948662328271875,0.36979901282899214,0.36948662328271875,0.3692628460810037,0.41786745516130824,0.15921835032010978,0.15933315328995315,0:24:07.209506,eeg-mi,all
 => KNN,0.357,0.3620689655172414,0.3557692307692308,0.3620689655172414,0.32651683196147807,0.48217054263565895,0.1521137890161992,0.1603430259995556,0:00:00.050799,BCICIV_II,A06T
 => KNN,0.357,0.25862068965517243,0.254535407121614,0.25862068965517243,0.2474433965283368,0.5550387596899224,0.014618727775582818,0.014970700206327027,0:00:00.046366,BCICIV_II,A02T
 => KNN,0.357,0.25862068965517243,0.254535407121614,0.25862068965517243,0.2474433965283368,0.5550387596899224,0.014618727775582818,0.014970700206327027,0:00:00.077389,BCICIV_II,A02T
Wavelet => SVM,0.357,0.3275862068965517,0.17456896551724138,0.3275862068965517,0.2160919540229885,0.4038759689922481,0.11363636363636365,0.15751641627612326,0:00:00.042246,BCICIV_II,A06T
Wavelet => SVM,0.357,0.3275862068965517,0.17456896551724138,0.3275862068965517,0.2160919540229885,0.4038759689922481,0.11363636363636365,0.15751641627612326,0:00:00.042246,BCICIV_II,A06T
 => SVM,0.357,0.3103448275862069,0.1570105635441389,0.3103448275862069,0.20259852920880894,0.45891472868217054,0.09090909090909094,0.12000278963353903,0:00:00.154733,BCICIV_II,A06T
 => SVM,0.357,0.3103448275862069,0.1486388384754991,0.3103448275862069,0.19659853331252924,0.49224806201550386,0.09090909090909094,0.11849326049120108,0:00:00.130006,BCICIV_II,A02T
 => SVM,0.357,0.3103448275862069,0.1486388384754991,0.3103448275862069,0.19659853331252924,0.49224806201550386,0.09090909090909094,0.11849326049120108,0:00:00.145875,BCICIV_II,A02T
PSD -> Time Domain Features -> STD_Scaler => SVM,0.354,0.3611111111111111,0.3626984126984127,0.3611111111111111,0.35983187134502925,0.4773662551440329,0.14814814814814814,0.14860752335342742,0:00:00.017420,eeg-mi,S003
PSD -> Time Domain Features -> STD_Scaler => SVM,0.354,0.2222222222222222,0.24415584415584415,0.2222222222222222,0.2314628482972136,0.31481481481481477,-0.03703703703703698,-0.037229039552497,0:00:00.024839,eeg-mi,S001
PSD -> Time Domain Features -> STD_Scaler => LDA,0.353,0.3186119873817035,0.31351315712916045,0.3186119873817035,0.3086691756558716,0.5340829585207396,0.08117175024489742,0.08242583468470424,0:00:00.405103,BCICIV_II,all
 => XGB,0.353,0.2777777777777778,0.2834595959595959,0.2777777777777778,0.27924836601307196,0.3497942386831276,0.03703703703703709,0.037151880838356854,0:00:07.805263,eeg-mi,S003
Wavelet => KNN,0.352,0.3103448275862069,0.38614744351961944,0.3103448275862069,0.29540036358754224,0.39922480620155043,0.08481262327416184,0.09233081920174169,0:00:00.018985,BCICIV_II,A01T
Wavelet => KNN,0.352,0.3103448275862069,0.38614744351961944,0.3103448275862069,0.29540036358754224,0.39922480620155043,0.08481262327416184,0.09233081920174169,0:00:00.018985,BCICIV_II,A01T
Wavelet => KNN,0.352,0.3103448275862069,0.38614744351961944,0.3103448275862069,0.29540036358754224,0.39922480620155043,0.08481262327416184,0.09233081920174169,0:00:00.022271,BCICIV_II,A01T
Wavelet => KNN,0.352,0.3103448275862069,0.38614744351961944,0.3103448275862069,0.29540036358754224,0.39922480620155043,0.08481262327416184,0.09233081920174169,0:00:00.022271,BCICIV_II,A01T
Wavelet -> Time Domain Features => XGB,0.35,0.2807570977917981,0.27147203430460376,0.2807570977917981,0.27356741887548486,0.48750624687656174,0.033639961493207804,0.0338885068149585,0:00:04.626109,BCICIV_II,all
PSD -> Time Domain Features -> STD_Scaler => XGB,0.349,0.3318872017353579,0.3322591173489391,0.3318872017353579,0.3319416542004355,0.435018601810206,0.1090930386259632,0.10912020352424293,0:00:47.480612,eeg-mi,all
STD_Scaler => XGB,0.348,0.3347794649313087,0.33554917168930787,0.3347794649313087,0.3343829725160307,0.4136889888389139,0.11302027346380539,0.11319495738883169,0:22:48.172402,eeg-mi,all
PSD -> Time Domain Features -> STD_Scaler => LDA,0.348,0.2413793103448276,0.2805937256935442,0.2413793103448276,0.24122488688481555,0.5426356589147286,-0.00789889415481837,-0.008112392096364338,0:00:00.213210,BCICIV_II,A06T
Wavelet => KNN,0.348,0.2413793103448276,0.23494022219659402,0.2413793103448276,0.23088086191534468,0.48062015503875966,-0.00909450375642562,-0.009306110939068152,0:00:00.021884,BCICIV_II,A02T
Wavelet => KNN,0.348,0.2413793103448276,0.23494022219659402,0.2413793103448276,0.23088086191534468,0.48062015503875966,-0.00909450375642562,-0.009306110939068152,0:00:00.021884,BCICIV_II,A02T
Wavelet => KNN,0.348,0.2413793103448276,0.23494022219659402,0.2413793103448276,0.23088086191534468,0.48062015503875966,-0.00909450375642562,-0.009306110939068152,0:00:00.020038,BCICIV_II,A02T
Wavelet => KNN,0.348,0.2413793103448276,0.23494022219659402,0.2413793103448276,0.23088086191534468,0.48062015503875966,-0.00909450375642562,-0.009306110939068152,0:00:00.020038,BCICIV_II,A02T
Wavelet => SVM,0.348,0.29310344827586204,0.13946360153256704,0.29310344827586204,0.18271072796934865,0.5155038759689923,0.06818181818181823,0.09130518927867631,0:00:00.038129,BCICIV_II,A02T
Wavelet => SVM,0.348,0.29310344827586204,0.13946360153256704,0.29310344827586204,0.18271072796934865,0.5155038759689923,0.06818181818181823,0.09130518927867631,0:00:00.038129,BCICIV_II,A02T
Wavelet => SVM,0.348,0.29310344827586204,0.13946360153256704,0.29310344827586204,0.18271072796934865,0.5155038759689923,0.06818181818181823,0.09130518927867631,0:00:00.042355,BCICIV_II,A02T
Wavelet => SVM,0.348,0.29310344827586204,0.13946360153256704,0.29310344827586204,0.18271072796934865,0.5155038759689923,0.06818181818181823,0.09130518927867631,0:00:00.042355,BCICIV_II,A02T
Wavelet -> Time Domain Features => LDA,0.347,0.4166666666666667,0.42410714285714285,0.4166666666666667,0.41561624649859946,0.4382716049382716,0.2222222222222222,0.223840086073991,0:00:00.379023,eeg-mi,S003
Wavelet -> Time Domain Features => KNN,0.347,0.3333333333333333,0.3422794117647059,0.3333333333333333,0.3201034259857789,0.5884773662551441,0.11111111111111116,0.11664236870396086,0:00:00.008039,eeg-mi,S002
Wavelet -> Time Domain Features => KNN,0.346,0.3055555555555556,0.3551282051282051,0.3055555555555556,0.3192640692640693,0.4855967078189301,0.07407407407407407,0.07532435771547094,0:00:00.007459,eeg-mi,S004
Wavelet -> Time Domain Features => LDA,0.344,0.3249211356466877,0.3047449094006696,0.3249211356466877,0.30944780890522217,0.5486006996501749,0.08989924737385802,0.09108045687322494,0:00:00.479814,BCICIV_II,all
Wavelet => KNN,0.343,0.35331230283911674,0.3454645170997306,0.35331230283911674,0.3430896927598292,0.48035982008995504,0.1298788243957958,0.1313787359288943,0:00:00.081766,BCICIV_II,all
Wavelet => KNN,0.343,0.35331230283911674,0.3454645170997306,0.35331230283911674,0.3430896927598292,0.48035982008995504,0.1298788243957958,0.1313787359288943,0:00:00.081766,BCICIV_II,all
bandpass -> PSD => LDA,0.343,0.3448275862068966,0.33969517072965344,0.3448275862068966,0.33617243102586636,0.36434108527131787,0.12470214455917383,0.1263721575386419,0:00:02.433242,BCICIV_II,A01T
bandpass -> PSD => LDA,0.343,0.3448275862068966,0.33969517072965344,0.3448275862068966,0.33617243102586636,0.36434108527131787,0.12470214455917383,0.1263721575386419,0:00:02.449763,BCICIV_II,A01T
STD_Scaler => LDA,0.342,0.4166666666666667,0.40476190476190477,0.4166666666666667,0.4089912280701754,0.51440329218107,0.2222222222222222,0.22291128503014113,0:00:20.441113,eeg-mi,S001
 => KNN,0.341,0.4444444444444444,0.5799689440993788,0.4444444444444444,0.40220716783216776,0.5267489711934157,0.2592592592592593,0.3059424195626852,0:00:00.055853,eeg-mi,S002
Wavelet -> Time Domain Features => XGB,0.341,0.31814895155459144,0.31924143920964315,0.31814895155459144,0.31845656671753025,0.4620689655172414,0.09084578030040047,0.09089287116482797,0:00:46.109598,eeg-mi,all
 => XGB,0.341,0.3055555555555556,0.30934343434343436,0.3055555555555556,0.30380116959064324,0.43415637860082307,0.07407407407407407,0.07461336202466366,0:00:06.996838,eeg-mi,S002
bandpass -> PSD => LDA,0.341,0.3055555555555556,0.3047979797979798,0.3055555555555556,0.3011695906432748,0.43415637860082307,0.07407407407407407,0.07461336202466366,0:00:05.095933,eeg-mi,S002
Wavelet => KNN,0.34,0.4444444444444444,0.4718094405594406,0.4444444444444444,0.4398909913615796,0.2716049382716049,0.2592592592592593,0.2656206988386784,0:00:00.020294,eeg-mi,S004
Wavelet => KNN,0.34,0.4444444444444444,0.4718094405594406,0.4444444444444444,0.4398909913615796,0.2716049382716049,0.2592592592592593,0.2656206988386784,0:00:00.020294,eeg-mi,S004
STD_Scaler => XGB,0.34,0.3611111111111111,0.44999999999999996,0.3611111111111111,0.3843045112781954,0.3703703703703704,0.14814814814814814,0.15311180047019055,0:00:07.749167,eeg-mi,S003
Wavelet -> Time Domain Features => SVM,0.339,0.3793103448275862,0.4142817255339941,0.3793103448275862,0.3812597139169147,0.537984496124031,0.17142857142857149,0.17472091602663137,0:00:00.020394,BCICIV_II,A05T
STD_Scaler => KNN,0.339,0.3793103448275862,0.3395320197044335,0.3793103448275862,0.35130001843997793,0.5813953488372093,0.17470355731225296,0.17839777819842725,0:00:00.052337,BCICIV_II,A06T
PSD -> Time Domain Features -> STD_Scaler => SVM,0.339,0.3280757097791798,0.322879795849613,0.3280757097791798,0.3183288774902831,0.5161169415292354,0.0942006627047477,0.0954766583870854,0:00:00.286749,BCICIV_II,all
Wavelet -> Time Domain Features => KNN,0.339,0.25862068965517243,0.23811252268602542,0.25862068965517243,0.2425735184355874,0.4782945736434109,0.011494252873563204,0.01173379205360767,0:00:00.007934,BCICIV_II,A05T
Wavelet -> Time Domain Features => KNN,0.339,0.20689655172413793,0.22676062762269658,0.20689655172413793,0.20249084877241783,0.5403100775193799,-0.054545454545454675,-0.0573733010740361,0:00:00.009202,BCICIV_II,A01T
Wavelet -> Time Domain Features => KNN,0.339,0.20689655172413793,0.22676062762269658,0.20689655172413793,0.20249084877241783,0.5403100775193799,-0.054545454545454675,-0.0573733010740361,0:00:00.008619,BCICIV_II,A01T
Wavelet -> Time Domain Features => KNN,0.339,0.20689655172413793,0.21058955816209543,0.20689655172413793,0.20085783275438446,0.4503875968992248,-0.05663366336633646,-0.05834351868382565,0:00:00.008243,BCICIV_II,A09T
PSD -> Time Domain Features -> STD_Scaler => XGB,0.338,0.3438485804416404,0.3377334027543822,0.3438485804416404,0.33821728745510954,0.46424287856071966,0.11830228795314446,0.11891097118543013,0:00:04.592459,BCICIV_II,all
 => KNN,0.335,0.35962145110410093,0.3593227593754348,0.35962145110410093,0.3549481583904598,0.4727136431784108,0.13925523661753303,0.1402546148794676,0:00:00.253155,BCICIV_II,all
STD_Scaler => KNN,0.334,0.4444444444444444,0.446031746031746,0.4444444444444444,0.44316520467836257,0.4897119341563786,0.2592592592592593,0.260063165868498,0:00:00.050180,eeg-mi,S002
STD_Scaler => KNN,0.334,0.3611111111111111,0.3412698412698412,0.3611111111111111,0.3499634502923976,0.39094650205761317,0.14814814814814814,0.14860752335342742,0:00:00.056636,eeg-mi,S003
STD_Scaler => XGB,0.334,0.3611111111111111,0.3412698412698412,0.3611111111111111,0.3473097572362278,0.34156378600823045,0.14814814814814814,0.14922672404932733,0:00:07.418864,eeg-mi,S004
Wavelet => KNN,0.334,0.3210412147505423,0.3216682858100218,0.3210412147505423,0.32071412255271486,0.4295532789160975,0.09474954358859622,0.09486447191199565,0:00:01.014803,eeg-mi,all
Wavelet => KNN,0.334,0.3210412147505423,0.3216682858100218,0.3210412147505423,0.32071412255271486,0.4295532789160975,0.09474954358859622,0.09486447191199565,0:00:01.014803,eeg-mi,all
Wavelet -> Time Domain Features => LDA,0.332,0.34345625451916123,0.3444884156837404,0.34345625451916123,0.3433471848263737,0.42994752623688154,0.12458225105509069,0.12473512713942891,0:00:04.412150,eeg-mi,all
PSD -> Time Domain Features -> STD_Scaler => SVM,0.33,0.39655172413793105,0.38218390804597696,0.39655172413793105,0.38784395680947403,0.4255813953488372,0.19508326724821567,0.19578318953057341,0:00:00.021983,BCICIV_II,A02T
PSD -> Time Domain Features -> STD_Scaler => SVM,0.33,0.39655172413793105,0.38218390804597696,0.39655172413793105,0.38784395680947403,0.4255813953488372,0.19508326724821567,0.19578318953057341,0:00:00.022656,BCICIV_II,A02T
PSD -> Time Domain Features -> STD_Scaler => SVM,0.33,0.3620689655172414,0.3514778325123153,0.3620689655172414,0.34690303750945845,0.554263565891473,0.15009900990099012,0.15297004058190933,0:00:00.022956,BCICIV_II,A09T
PSD -> Time Domain Features -> STD_Scaler => LDA,0.33,0.3448275862068966,0.33477174026109113,0.3448275862068966,0.33779290787077215,0.45116279069767445,0.12643678160919536,0.12689006171521489,0:00:00.197164,BCICIV_II,A02T
PSD -> Time Domain Features -> STD_Scaler => LDA,0.33,0.3448275862068966,0.33477174026109113,0.3448275862068966,0.33779290787077215,0.45116279069767445,0.12643678160919536,0.12689006171521489,0:00:00.202692,BCICIV_II,A02T
Wavelet => KNN,0.33,0.29310344827586204,0.2993818216941949,0.29310344827586204,0.2680707941483803,0.45116279069767445,0.05933544303797478,0.0635939738397272,0:00:00.020787,BCICIV_II,A09T
Wavelet => KNN,0.33,0.29310344827586204,0.2993818216941949,0.29310344827586204,0.2680707941483803,0.45116279069767445,0.05933544303797478,0.0635939738397272,0:00:00.020787,BCICIV_II,A09T
Wavelet -> Time Domain Features => LDA,0.327,0.4166666666666667,0.425820707070707,0.4166666666666667,0.41977124183006537,0.3292181069958848,0.2222222222222222,0.22291128503014113,0:00:00.395619,eeg-mi,S004
 => XGB,0.327,0.3888888888888889,0.4326923076923077,0.3888888888888889,0.4024955436720143,0.6131687242798354,0.18518518518518523,0.18771276394456946,0:00:07.531449,eeg-mi,S001
Wavelet => KNN,0.327,0.3611111111111111,0.33324175824175817,0.3611111111111111,0.340311004784689,0.22016460905349794,0.14814814814814814,0.15048870612882675,0:00:00.023428,eeg-mi,S003
Wavelet => KNN,0.327,0.3611111111111111,0.33324175824175817,0.3611111111111111,0.340311004784689,0.22016460905349794,0.14814814814814814,0.15048870612882675,0:00:00.023428,eeg-mi,S003
Wavelet => KNN,0.327,0.3611111111111111,0.47081105169340465,0.3611111111111111,0.33962703962703966,0.48765432098765427,0.14814814814814814,0.15879768911344364,0:00:00.020433,eeg-mi,S002
Wavelet => KNN,0.327,0.3611111111111111,0.47081105169340465,0.3611111111111111,0.33962703962703966,0.48765432098765427,0.14814814814814814,0.15879768911344364,0:00:00.020433,eeg-mi,S002
 => KNN,0.326,0.29310344827586204,0.24970808246670317,0.29310344827586204,0.2645804936051739,0.365891472868217,0.0623028391167193,0.06692500448962067,0:00:00.050608,BCICIV_II,A01T
 => KNN,0.326,0.29310344827586204,0.24970808246670317,0.29310344827586204,0.2645804936051739,0.365891472868217,0.0623028391167193,0.06692500448962067,0:00:00.050039,BCICIV_II,A01T
PSD -> Time Domain Features -> STD_Scaler => XGB,0.326,0.22413793103448276,0.23077632306841228,0.22413793103448276,0.22469799388598055,0.6255813953488372,-0.034482758620689724,-0.03474530668062087,0:00:00.899645,BCICIV_II,A01T
STD_Scaler => KNN,0.325,0.35646687697160884,0.36458005430187823,0.35646687697160884,0.35087370827048836,0.49645177411294356,0.13139019476158487,0.13375297450782045,0:00:00.262213,BCICIV_II,all
STD_Scaler => KNN,0.322,0.3793103448275862,0.3676854754440962,0.3793103448275862,0.3537419567728098,0.4023255813953488,0.17437722419928814,0.18239348963573762,0:00:00.049591,BCICIV_II,A09T
Wavelet -> Time Domain Features => LDA,0.322,0.3275862068965517,0.3200104493207942,0.3275862068965517,0.3220816044835069,0.6263565891472869,0.10344827586206895,0.10398525213582897,0:00:00.202190,BCICIV_II,A02T
Wavelet -> Time Domain Features => LDA,0.322,0.3275862068965517,0.3200104493207942,0.3275862068965517,0.3220816044835069,0.6263565891472869,0.10344827586206895,0.10398525213582897,0:00:00.221761,BCICIV_II,A02T
bandpass -> PSD => KNN,0.322,0.3275862068965517,0.3371647509578544,0.3275862068965517,0.31939655172413794,0.6155038759689923,0.10698776154757195,0.10974092120326014,0:00:00.036921,BCICIV_II,A09T
PSD -> Time Domain Features -> STD_Scaler => SVM,0.32,0.32176428054953,0.3224839619020373,0.32176428054953,0.3211880263531046,0.44661280470875675,0.09568145220319135,0.09587956126449232,0:00:13.769020,eeg-mi,all
PSD -> Time Domain Features -> STD_Scaler => LDA,0.32,0.30874909616775126,0.31065648401662604,0.30874909616775126,0.30887162272948865,0.44530373702037873,0.07826803502747115,0.07842264440583496,0:00:03.737892,eeg-mi,all
PSD -> Time Domain Features -> STD_Scaler => LDA,0.32,0.19444444444444445,0.1793831168831169,0.19444444444444445,0.17541806020066886,0.5555555555555555,-0.07407407407407418,-0.07638819817118042,0:00:00.416754,eeg-mi,S001
STD_Scaler => SVM,0.319,0.3611111111111111,0.35486111111111107,0.3611111111111111,0.35724114207086344,0.5082304526748971,0.14814814814814814,0.14830079955201295,0:00:00.128670,eeg-mi,S002
Wavelet => XGB,0.319,0.3333333333333333,0.35281385281385286,0.3333333333333333,0.33958333333333335,0.2674897119341564,0.11111111111111116,0.11157120049584027,0:00:02.461141,eeg-mi,S002
Wavelet => XGB,0.319,0.3333333333333333,0.35281385281385286,0.3333333333333333,0.33958333333333335,0.2674897119341564,0.11111111111111116,0.11157120049584027,0:00:02.461141,eeg-mi,S002
STD_Scaler => LDA,0.319,0.1111111111111111,0.11180555555555556,0.1111111111111111,0.11128310973512212,0.5637860082304527,-0.18518518518518512,-0.1853759994400162,0:00:21.330432,eeg-mi,S003
PSD -> Time Domain Features -> STD_Scaler => SVM,0.317,0.3620689655172414,0.42362371445856023,0.3620689655172414,0.3653968749303434,0.36589147286821705,0.1507716660071231,0.15544671761215087,0:00:00.021096,BCICIV_II,A01T
PSD -> Time Domain Features -> STD_Scaler => SVM,0.317,0.3620689655172414,0.42362371445856023,0.3620689655172414,0.3653968749303434,0.36589147286821705,0.1507716660071231,0.15544671761215087,0:00:00.025255,BCICIV_II,A01T
Wavelet -> Time Domain Features => LDA,0.317,0.3275862068965517,0.2978221415607986,0.3275862068965517,0.30123968412641416,0.49612403100775193,0.10166799046862596,0.1042285837232908,0:00:00.214116,BCICIV_II,A06T
PSD -> Time Domain Features -> STD_Scaler => SVM,0.317,0.15517241379310345,0.1329022988505747,0.15517241379310345,0.1354204476709014,0.5286821705426357,-0.12154696132596676,-0.1259806957182707,0:00:00.028285,BCICIV_II,A06T
 => KNN,0.315,0.309472161966739,0.3074146163061029,0.309472161966739,0.30648693133788496,0.4597395746571159,0.07906269414769551,0.07942150390851532,0:00:02.947320,eeg-mi,all
STD_Scaler => KNN,0.315,0.2957339117859725,0.29674829692030286,0.2957339117859725,0.2911252733396007,0.4587886612249431,0.061498170082999515,0.06226128294881349,0:00:02.874200,eeg-mi,all
Wavelet -> Time Domain Features => XGB,0.313,0.5833333333333334,0.6083333333333333,0.5833333333333334,0.5877192982456141,0.4876543209876543,0.4444444444444444,0.4472135954999579,0:00:01.231022,eeg-mi,S003
bandpass -> PSD => XGB,0.313,0.3888888888888889,0.38571428571428573,0.3888888888888889,0.37389705882352936,0.4506172839506173,0.18518518518518523,0.19014018499356047,0:00:03.932630,eeg-mi,S004
Wavelet -> Time Domain Features => SVM,0.313,0.3055555555555556,0.3126984126984127,0.3055555555555556,0.30720029239766083,0.46502057613168724,0.07407407407407407,0.07430376167671371,0:00:00.019482,eeg-mi,S003
 => SVM,0.313,0.3620689655172414,0.20924764890282133,0.3620689655172414,0.24613555291319858,0.4271317829457364,0.15909090909090906,0.2303287435670715,0:00:00.149437,BCICIV_II,A09T
PSD -> Time Domain Features -> STD_Scaler => LDA,0.312,0.2777777777777778,0.23863636363636362,0.2777777777777778,0.256578947368421,0.5082304526748971,0.03703703703703709,0.03770230905437056,0:00:00.410418,eeg-mi,S004
PSD -> Time Domain Features -> STD_Scaler => KNN,0.308,0.31019522776572667,0.30995234592524773,0.31019522776572667,0.3092494245674446,0.4634224554389472,0.08025982282525956,0.0804093413675848,0:00:00.271646,eeg-mi,all
Wavelet -> Time Domain Features => SVM,0.307,0.26498422712933756,0.2497318200571671,0.26498422712933756,0.2532727630981921,0.5052973513243378,0.009441426942935705,0.009556484773712987,0:00:00.137739,BCICIV_II,all
STD_Scaler => SVM,0.306,0.4722222222222222,0.5354166666666667,0.4722222222222222,0.47714285714285715,0.5370370370370371,0.2962962962962963,0.3082628483411666,0:00:00.125308,eeg-mi,S001
PSD -> Time Domain Features -> STD_Scaler => KNN,0.306,0.3888888888888889,0.4095238095238095,0.3888888888888889,0.3839285714285714,0.29218106995884774,0.18518518518518523,0.1907618984291289,0:00:00.007505,eeg-mi,S001
Wavelet => LDA,0.305,0.3888888888888889,0.5018939393939394,0.3888888888888889,0.4006265664160401,0.7654320987654321,0.18518518518518523,0.19014018499356047,0:00:02.037075,eeg-mi,S001
Wavelet => LDA,0.305,0.3888888888888889,0.5018939393939394,0.3888888888888889,0.4006265664160401,0.7654320987654321,0.18518518518518523,0.19014018499356047,0:00:02.037075,eeg-mi,S001
Wavelet -> Time Domain Features => XGB,0.304,0.3448275862068966,0.3391411383297793,0.3448275862068966,0.336190932311622,0.38992248062015505,0.12712871287128713,0.1283014612613944,0:00:00.945020,BCICIV_II,A01T
PSD -> Time Domain Features -> STD_Scaler => KNN,0.304,0.3028391167192429,0.28902666139442323,0.3028391167192429,0.28347926133598855,0.5253623188405797,0.05734738088510338,0.059162086975215016,0:00:00.021679,BCICIV_II,all
Wavelet -> Time Domain Features => SVM,0.304,0.25,0.24791666666666667,0.25,0.24871001031991746,0.5740740740740742,0.0,0.0,0:00:00.016635,eeg-mi,S004
bandpass -> PSD => KNN,0.304,0.20689655172413793,0.20031130268199232,0.20689655172413793,0.20214126807563956,0.5139534883720931,-0.05621536025336504,-0.056687932159714786,0:00:00.039565,BCICIV_II,A05T
Wavelet -> Time Domain Features => SVM,0.303,0.31019522776572667,0.31016296489221085,0.31019522776572667,0.3088806395025543,0.4495141318229774,0.08038098424414786,0.0806027780274916,0:00:08.343864,eeg-mi,all
Wavelet => LDA,0.302,0.3028391167192429,0.31211671157707493,0.3028391167192429,0.3047732933708836,0.5368565717141429,0.07298903047384653,0.07341550079145089,0:00:06.951143,BCICIV_II,all
Wavelet => LDA,0.302,0.3028391167192429,0.31211671157707493,0.3028391167192429,0.3047732933708836,0.5368565717141429,0.07298903047384653,0.07341550079145089,0:00:06.951143,BCICIV_II,all
PSD -> Time Domain Features -> STD_Scaler => KNN,0.3,0.4444444444444444,0.46875,0.4444444444444444,0.4380252100840336,0.47530864197530864,0.2592592592592593,0.2667755768883471,0:00:00.008145,eeg-mi,S003
Wavelet => SVM,0.3,0.3620689655172414,0.18860812508725394,0.3620689655172414,0.24096528065298398,0.413953488372093,0.15909090909090906,0.2100048818586933,0:00:00.043817,BCICIV_II,A09T
Wavelet => SVM,0.3,0.3620689655172414,0.18860812508725394,0.3620689655172414,0.24096528065298398,0.413953488372093,0.15909090909090906,0.2100048818586933,0:00:00.043817,BCICIV_II,A09T
 => KNN,0.3,0.22413793103448276,0.24460118425635666,0.22413793103448276,0.21630999172228554,0.37441860465116283,-0.034072900158478525,-0.035538148880416155,0:00:00.049387,BCICIV_II,A09T
STD_Scaler => XGB,0.299,0.4166666666666667,0.4097222222222222,0.4166666666666667,0.407936507936508,0.41975308641975306,0.2222222222222222,0.2243088616368177,0:00:06.756983,eeg-mi,S002
Wavelet => LDA,0.299,0.4166666666666667,0.38977272727272727,0.4166666666666667,0.39372469635627527,0.43621399176954734,0.2222222222222222,0.22621385432622335,0:00:02.003690,eeg-mi,S002
Wavelet => LDA,0.299,0.4166666666666667,0.38977272727272727,0.4166666666666667,0.39372469635627527,0.43621399176954734,0.2222222222222222,0.22621385432622335,0:00:02.003690,eeg-mi,S002
STD_Scaler => XGB,0.299,0.16666666666666666,0.14930555555555555,0.16666666666666666,0.15639589169000934,0.4917695473251029,-0.11111111111111116,-0.1119200430369955,0:00:07.841130,eeg-mi,S001
 => LDA,0.298,0.2777777777777778,0.28075396825396826,0.2777777777777778,0.27558940242763774,0.4958847736625514,0.03703703703703709,0.03730668101233183,0:00:20.944104,eeg-mi,S004
STD_Scaler => SVM,0.298,0.2222222222222222,0.26021825396825393,0.2222222222222222,0.23369057768034748,0.36831275720164613,-0.03703703703703698,-0.03786412228313765,0:00:00.128962,eeg-mi,S004
Wavelet -> Time Domain Features => LDA,0.296,0.3103448275862069,0.3359605911330049,0.3103448275862069,0.31925112494462704,0.4891472868217054,0.08082408874801905,0.08170213267636439,0:00:00.212584,BCICIV_II,A01T
Wavelet -> Time Domain Features => LDA,0.296,0.3103448275862069,0.3359605911330049,0.3103448275862069,0.31925112494462704,0.4891472868217054,0.08082408874801905,0.08170213267636439,0:00:00.219799,BCICIV_II,A01T
PSD -> Time Domain Features -> STD_Scaler => KNN,0.296,0.27586206896551724,0.28160919540229884,0.27586206896551724,0.2729442970822281,0.30620155038759694,0.03601108033240996,0.036578978394798865,0:00:00.008039,BCICIV_II,A01T
