Model,Accuracy
HopefullNet,0.4913606911447084
TmFq + Wvl + XGB,0.4580070213340534
ShallowConvNet,0.4292656587473002
Transformer,0.4184665226781857
PCA + XGB,0.4072373751012692
EEGNet,0.3903887688984881
Transformer Pos Enc,0.3893088552915766
PCA + SVM,0.3669997299486902
TmFq + Wvl + KNN,0.328922495274102
TmFq + Wvl + SVM,0.3267620847961112
DeepConvNet,0.3174946004319654
PCA + KNN,0.2060491493383743
